Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","0141","Soya beans","2024","2024","ha","118803","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","854","Burkina Faso","5510","Production","0141","Soya beans","2024","2024","t","138051.79","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01802","Sugar cane","2024","2024","ha","5090","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","854","Burkina Faso","5510","Production","01802","Sugar cane","2024","2024","t","516137.74","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01530","Sweet potatoes","2024","2024","ha","10122","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","854","Burkina Faso","5510","Production","01530","Sweet potatoes","2024","2024","t","115506.88","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01324","Tangerines, mandarins, clementines","2024","2024","ha","44","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5510","Production","01324","Tangerines, mandarins, clementines","2024","2024","t","339.63","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01234","Tomatoes","2024","2024","ha","18590","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","854","Burkina Faso","5510","Production","01234","Tomatoes","2024","2024","t","317853.32","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01970","Unmanufactured tobacco","2024","2024","ha","943","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5510","Production","01970","Unmanufactured tobacco","2024","2024","t","754.22","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01376","Walnuts, in shell","2024","2024","ha","97846","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","854","Burkina Faso","5510","Production","01376","Walnuts, in shell","2024","2024","t","143829.4","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","854","Burkina Faso","5312","Area harvested","01540","Yams","2024","2024","ha","5704","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","854","Burkina Faso","5510","Production","01540","Yams","2024","2024","t","64046.89","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5312","Area harvested","01343","Apricots","2024","2024","ha","205","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01343","Apricots","2024","2024","t","1097.09","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5312","Area harvested","01311","Avocados","2024","2024","ha","17048","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01311","Avocados","2024","2024","t","76239.3","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5312","Area harvested","01708","Bambara beans, dry","2024","2024","ha","29808","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01708","Bambara beans, dry","2024","2024","t","37964.87","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5312","Area harvested","01312","Bananas","2024","2024","ha","62047","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01312","Bananas","2024","2024","t","805352.55","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5312","Area harvested","01701","Beans, dry","2024","2024","ha","300202","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01701","Beans, dry","2024","2024","t","388216.63","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","02960.01","Beeswax","2024","2024","t","310.3","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5312","Area harvested","01702","Broad beans and horse beans, dry","2024","2024","ha","282","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01702","Broad beans and horse beans, dry","2024","2024","t","397.91","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5312","Area harvested","01212","Cabbages","2024","2024","ha","2448","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01212","Cabbages","2024","2024","t","63633.02","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5312","Area harvested","01229","Cantaloupes and other melons","2024","2024","ha","4952","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01229","Cantaloupes and other melons","2024","2024","t","47682.63","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5312","Area harvested","01520.01","Cassava, fresh","2024","2024","ha","466886","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01520.01","Cassava, fresh","2024","2024","t","6658482.77","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","21512","Cattle fat, unrendered","2024","2024","t","4150.46","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5312","Area harvested","01373","Chestnuts, in shell","2024","2024","ha","144","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01373","Chestnuts, in shell","2024","2024","t","144.8","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5312","Area harvested","01691","Chicory roots","2024","2024","ha","8","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01691","Chicory roots","2024","2024","t","154.46","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2024","2024","ha","16147","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2024","2024","t","42822.32","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","ha","26241","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","t","55172.79","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5312","Area harvested","01640","Cocoa beans","2024","2024","ha","642244","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01640","Cocoa beans","2024","2024","t","320000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","120","Cameroon","5312","Area harvested","01460","Coconuts, in shell","2024","2024","ha","1603","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01460","Coconuts, in shell","2024","2024","t","4799.8","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5312","Area harvested","01610","Coffee, green","2024","2024","ha","54231","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01610","Coffee, green","2024","2024","t","29774.37","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5312","Area harvested","01706","Cow peas, dry","2024","2024","ha","555235","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01706","Cow peas, dry","2024","2024","t","250311.75","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5312","Area harvested","01232","Cucumbers and gherkins","2024","2024","ha","280269","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01232","Cucumbers and gherkins","2024","2024","t","265461.97","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5312","Area harvested","01314","Dates","2024","2024","ha","163","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","01314","Dates","2024","2024","t","592.98","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2024","2024","t","21305.7","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2024","2024","t","5589.2","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2024","2024","t","5206.88","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2024","2024","t","2731.59","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5510","Production","21159.01","Edible offals of horses and other equines, fresh, chilled or frozen","2024","2024","t","12.39","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","120","Cameroon","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2024","2024","ha","5113","E","Estimated value",""
